gene	transcript	chr	strand	txStart	txStop	cdsStart	cdsStop	exonCount	exonStarts	exonStops	start	stop	score
BMS1P17	NR_073460	chr22	+	16162065	16172265	16172265	16172265	3	16162065,16164481,16171951,	16162388,16164569,16172265,	16162065	16172265	1000
POTEH-AS1	NR_046571	chr22	+	16274608	16277577	16277577	16277577	2	16274608,16276480,	16275003,16277577,	16274608	16277577	1000
LOC102724728	NR_136575	chr22	-	21480427	21482309	21482309	21482309	1	21480427,	21482309,	21480427	21482309	1000
LOC102724728	NR_136575	chr22	+	21636785	21638667	21638667	21638667	1	21636785,	21638667,	21636785	21638667	1000
CRLF2	NR_110830	chrY	-	1264893	1281616	1281616	1281616	6	1264893,1267663,1271271,1275325,1277698,1281448,	1265014,1268008,1271405,1275492,1277798,1281616,	1264893	1281616	1000
GSTT2	NR_126445	chr22	-	24299600	24303488	24303488	24303488	5	24299600,24300471,24300737,24302480,24303206,	24300119,24300645,24300888,24302568,24303488,	24299600	24303488	1000
GSTT2	NR_126442	chr22	+	24322218	24326106	24326106	24326106	6	24322218,24322725,24323138,24324888,24325061,24325587,	24322500,24322829,24323226,24324969,24325193,24326106,	24322218	24326106	1000
GSTT2	NR_126445	chr22	+	24322218	24326106	24326106	24326106	5	24322218,24323138,24324818,24325061,24325587,	24322500,24323226,24324969,24325235,24326106,	24322218	24326106	1000
GSTT2	NR_126446	chr22	+	24322218	24326106	24326106	24326106	6	24322218,24322725,24323138,24324818,24325061,24325587,	24322500,24322829,24323226,24324969,24325193,24326106,	24322218	24326106	1000
MAGEA2	NM_175743	chrX	+	151883074	151887096	151885595	151886540	6	151883074,151883567,151884445,151885136,151885384,151885530,	151883171,151883646,151884565,151885234,151885450,151887096,	151883074	151887096	1000
MAGEA2	NM_175743	chrX	-	151918386	151922408	151918942	151919887	6	151918386,151920032,151920248,151920917,151921836,151922311,	151919952,151920098,151920346,151921037,151921915,151922408,	151918386	151922408	1000
MAGEA2	NM_175742	chrX	-	151918386	151922408	151918942	151919887	6	151918386,151920032,151920917,151921836,151922065,151922311,	151919952,151920098,151921037,151921915,151922147,151922408,	151918386	151922408	1000
CT45A7	NM_001291543	chrX	+	134847385	134856984	134852701	134856795	5	134847385,134852695,134854789,134855419,134856737,	134847440,134852870,134855038,134855513,134856984,	134847385	134856984	1000
CT45A7	NM_001291543	chrX	+	134866414	134874244	134869963	134874055	5	134866414,134869957,134872055,134872683,134873997,	134866469,134870132,134872304,134872777,134874244,	134866414	134874244	1000
CDY1	NM_004680	chrY	-	26191376	26194161	26191750	26193835	2	26191376,26192243,	26191823,26194161,	26191376	26194161	1000
RGPD2	NM_001078170	chr2	-	88056717	88125286	88056910	88125248	23	88056717,88071687,88074462,88081642,88084593,88088240,88091508,88091680,88092740,88093149,88093553,88094635,88094926,88095185,88097483,88100123,88106214,88111003,88111494,88115787,88116384,88118077,88125176,	88056945,88071883,88074602,88083866,88084688,88088358,88091592,88091860,88092887,88093287,88093712,88094759,88095102,88095367,88097693,88100211,88106410,88111149,88111725,88115940,88116496,88118142,88125286,	88056717	88125286	1000
RIMBP3B	NM_001128635	chr22	+	21738039	21743455	21738147	21743067	1	21738039,	21743455,	21738039	21743455	1000
FAM156A	NM_001242491	chrX	+	52926321	52937585	52936252	52936894	3	52926321,52928084,52936135,	52926435,52928567,52937585,	52926321	52937585	1000
CSF2RA	NR_027760	chrX	+	1387692	1428828	1428828	1428828	12	1387692,1393647,1401570,1404670,1407411,1407651,1409229,1413220,1414319,1422815,1424338,1428294,	1387772,1393735,1401672,1404813,1407535,1407781,1409402,1413354,1414349,1422912,1424420,1428828,	1387692	1428828	1000
HSFY2	NM_153716	chrY	+	20708556	20710477	20708673	20710357	2	20708556,20709664,	20709186,20710477,	20708556	20710477	1000
HSFY2	NM_153716	chrY	-	20933700	20935621	20933820	20935504	2	20933700,20934991,	20934513,20935621,	20933700	20935621	1000
MAGED4B	NM_177537	chrX	+	51927918	51935364	51929018	51934961	13	51927918,51929017,51929492,51930737,51931044,51931301,51931769,51932482,51932647,51933081,51934089,51934526,51935152,	51928061,51929228,51930326,51930941,51931108,51931381,51931861,51932562,51932690,51933144,51934204,51934969,51935364,	51927918	51935364	1000
MAGED4B	NM_177535	chrX	-	51804922	51812368	51805124	51811268	13	51804922,51805329,51806082,51807142,51807596,51807724,51808425,51808905,51809178,51809345,51809960,51811058,51812225,	51805134,51805760,51806197,51807205,51807639,51807804,51808517,51808985,51809242,51809549,51810794,51811269,51812368,	51804922	51812368	1000
MAGED4B	NM_177535	chrX	+	51927918	51935364	51929018	51935162	13	51927918,51929017,51929492,51930737,51931044,51931301,51931769,51932482,51932647,51933081,51934089,51934526,51935152,	51928061,51929228,51930326,51930941,51931108,51931381,51931861,51932562,51932690,51933144,51934204,51934957,51935364,	51927918	51935364	1000
SSX4	NM_175729	chrX	+	48242967	48252785	48243494	48252224	7	48242967,48243474,48244002,48244793,48246752,48251310,48252197,	48243005,48243563,48244117,48244889,48246802,48251415,48252785,	48242967	48252785	1000
SSX4	NM_175729	chrX	-	48261523	48271344	48262084	48270814	7	48261523,48262893,48267507,48269420,48270192,48270745,48271306,	48262111,48262998,48267557,48269516,48270307,48270834,48271344,	48261523	48271344	1000
HSFX4	NM_001351114	chrX	+	149097803	149099323	149097862	149099323	2	149097803,149098804,	149098345,149099323,	149097803	149099323	1000
TP53TG3F	NM_001330066	chr16	-	32684848	32687430	32685872	32687418	2	32684848,32687056,	32685885,32687430,	32684848	32687430	1000
TP53TG3F	NM_001330066	chr16	+	33205602	33208179	33205614	33207160	2	33205602,33207147,	33205976,33208179,	33205602	33208179	1000
TP53TG3F	NM_001330066	chr16	+	33262137	33264719	33262149	33263695	2	33262137,33263682,	33262511,33264719,	33262137	33264719	1000
TP53TG3E	NM_001330061	chr16	-	32684844	32687431	32685872	32687418	2	32684844,32687056,	32685885,32687431,	32684844	32687431	1000
TP53TG3E	NM_001330061	chr16	+	33205601	33208183	33205614	33207160	2	33205601,33207147,	33205976,33208183,	33205601	33208183	1000
TP53TG3E	NM_001330061	chr16	+	33262136	33264723	33262149	33263695	2	33262136,33263682,	33262511,33264723,	33262136	33264723	1000
MIR4444-1	NR_039646	chr3	+	75263626	75263699	75263699	75263699	1	75263626,	75263699,	75263626	75263699	1000
MIR4444-2	NR_049831	chr3	+	75263626	75263699	75263699	75263699	1	75263626,	75263699,	75263626	75263699	1000
MIR6730	NR_106788	chr3	-	94309655	94309676	94309676	94309676	1	94309655,	94309676,	94309655	94309676	1000
ARL17B	NM_001352769	chr17	-	44362641	44439153	44376912	44435763	5	44362641,44376891,44430185,44435615,44439041,	44364331,44377031,44430296,44435780,44439153,	44362641	44439153	1000
MAGED4B	NM_177537	chrX	-	51804922	51812368	51805325	51811268	13	51804922,51805317,51806082,51807142,51807596,51807724,51808425,51808905,51809178,51809345,51809960,51811058,51812225,	51805134,51805760,51806197,51807205,51807639,51807804,51808517,51808985,51809242,51809549,51810794,51811269,51812368,	51804922	51812368	1000
SSX2	NM_175698	chrX	-	52725945	52736277	52727037	52734799	8	52725945,52727033,52729492,52731630,52733546,52734177,52734730,52736161,	52726568,52727138,52729628,52731680,52733642,52734292,52734819,52736277,	52725945	52736277	1000
PPIAL4E	NM_001144032	chr1	-	148201751	148202536	148201966	148202461	1	148201751,	148202536,	148201751	148202536	1000
PPIAL4E	NM_001144032	chr1	+	148806014	148806799	148806089	148806584	1	148806014,	148806799,	148806014	148806799	1000
RNU6-2	NR_125730	chr3	+	180949524	180949631	180949631	180949631	1	180949524,	180949631,	180949524	180949631	1000
CD99	NM_001321370	chrX	+	2609173	2659350	2609401	2658845	9	2609173,2632462,2635645,2637701,2638396,2640667,2644300,2656240,2658819,	2609468,2632495,2635693,2637746,2638465,2640715,2644414,2656297,2659350,	2609173	2659350	1000
MIR548AQ	NR_049838	chr3	-	185485634	185485692	185485692	185485692	1	185485634,	185485692,	185485634	185485692	1000
FAM157B	NR_146178	chr3	+	197879909	197936238	197936238	197936238	15	197879909,197880466,197881849,197883993,197894546,197907625,197908797,197912219,197913319,197915542,197916707,197922829,197925816,197928104,197935304,	197880280,197880585,197881919,197884540,197894742,197907735,197908929,197912435,197913385,197915601,197917237,197922911,197925881,197928294,197936238,	197879909	197936238	1000
MAGEA2	NM_001282505	chrX	-	151918386	151922408	151918942	151919887	2	151918386,151922311,	151919952,151922408,	151918386	151922408	1000
MAGEA2	NM_001282504	chrX	+	151883074	151887096	151885595	151886540	3	151883074,151885384,151885530,	151883171,151885450,151887096,	151883074	151887096	1000
MAGEA2	NM_001282504	chrX	-	151918386	151922408	151918942	151919887	3	151918386,151920032,151922311,	151919952,151920098,151922408,	151918386	151922408	1000
EIF3C	NM_001199142	chr16	-	28390902	28437775	28391118	28414939	22	28390902,28391296,28391612,28391788,28391952,28394438,28399378,28399828,28401611,28401840,28402160,28403072,28403300,28403355,28411191,28411697,28411935,28412179,28412527,28412859,28414838,28437504,	28391201,28391459,28391700,28391854,28392112,28394802,28399603,28400019,28401705,28401966,28402302,28403176,28403352,28403463,28411319,28411807,28411990,28412305,28412717,28412925,28414969,28437775,	28390902	28437775	1000
CDY2A	NM_004825	chrY	-	19990140	19992100	19990146	19991772	1	19990140,	19992100,	19990140	19992100	1000
CDY2A	NM_004825	chrY	+	20137666	20139626	20137994	20139620	1	20137666,	20139626,	20137666	20139626	1000
MIR7641-2	NR_106988	chr4	+	56963594	56963644	56963644	56963644	1	56963594,	56963644,	56963594	56963644	1000
CSF2RA	NM_006140	chrX	+	1387692	1428828	1401596	1428372	13	1387692,1393647,1401570,1404670,1407411,1407651,1409229,1413220,1414319,1419383,1422815,1424338,1428294,	1387772,1393735,1401672,1404813,1407535,1407781,1409402,1413354,1414349,1419519,1422912,1424420,1428828,	1387692	1428828	1000
CSF2RA	NM_006140	chrY	+	1337692	1378828	1351596	1378372	13	1337692,1343647,1351570,1354670,1357411,1357651,1359229,1363220,1364319,1369383,1372815,1374338,1378294,	1337772,1343735,1351672,1354813,1357535,1357781,1359402,1363354,1364349,1369519,1372912,1374420,1378828,	1337692	1378828	1000
SPAG11B	NM_058201	chr8	-	7308085	7321192	7308234	7321025	3	7308085,7320228,7320964,	7308422,7320381,7321192,	7308085	7321192	1000
SPAG11B	NM_058200	chr8	-	7305275	7321192	7305536	7321025	4	7305275,7308344,7320228,7320964,	7305571,7308422,7320381,7321192,	7305275	7321192	1000
UGT2B10	NM_001075	chr4	+	69681710	69697735	69681737	69696597	6	69681710,69683746,69687988,69692127,69693046,69696317,	69682455,69683895,69688120,69692215,69693266,69697735,	69681710	69697735	1000
UGT2B10	NM_001075	chr4	-	69870294	69886115	69870573	69886088	8	69870294,69874574,69875633,69879740,69883955,69885381,69885806,69886076,	69870853,69874794,69875721,69879871,69884105,69885805,69886057,69886115,	69870294	69886115	1000
TCAF2P1	NR_110549	chr7	+	143507082	143512482	143512482	143512482	5	143507082,143508681,143510056,143510609,143511758,	143508074,143508779,143510270,143510849,143512482,	143507082	143512482	1000
TCAF2P1	NR_110549	chr7	-	143339346	143344739	143344739	143344739	5	143339346,143340979,143341558,143343043,143343747,	143340070,143341219,143341772,143343141,143344739,	143339346	143344739	1000
FOXD4L4	NM_199244	chr9	-	70427648	70428899	70427648	70428899	1	70427648,	70428899,	70427648	70428899	1000
SSX2	NM_001278697	chrX	-	52725945	52736277	52727037	52734799	9	52725945,52727033,52727903,52729492,52731630,52733546,52734177,52734730,52736161,	52726568,52727138,52727981,52729628,52731680,52733642,52734292,52734819,52736277,	52725945	52736277	1000
XAGE1A	NR_033254	chrX	+	52511969	52516904	52516904	52516904	4	52511969,52513408,52514077,52516794,	52512322,52513550,52514204,52516904,	52511969	52516904	1000
XAGE1A	NR_033254	chrX	-	52255219	52260154	52260154	52260154	4	52255219,52257919,52258573,52259801,	52255329,52258046,52258715,52260154,	52255219	52260154	1000
CD99	NM_002414	chrX	+	2609173	2659350	2609401	2658845	10	2609173,2632462,2635645,2637701,2638396,2640667,2641354,2644300,2656240,2658819,	2609468,2632495,2635693,2637746,2638465,2640715,2641405,2644414,2656297,2659350,	2609173	2659350	1000
CD99	NM_002414	chrY	+	2559173	2609350	2559401	2608845	10	2559173,2582462,2585645,2587701,2588396,2590667,2591354,2594300,2606240,2608819,	2559468,2582495,2585693,2587746,2588465,2590715,2591405,2594414,2606297,2609350,	2559173	2609350	1000
MIR4454	NR_039659	chr4	-	164014725	164014780	164014780	164014780	1	164014725,	164014780,	164014725	164014780	1000
MIR4454	NR_039659	chr5	-	7269415	7269467	7269467	7269467	1	7269415,	7269467,	7269415	7269467	1000
HSFX4	NM_001351114	chrX	-	148629936	148631456	148629936	148631397	2	148629936,148630914,	148630455,148631456,	148629936	148631456	1000
MIR4454	NR_039659	chr5	+	12667970	12668022	12668022	12668022	1	12667970,	12668022,	12667970	12668022	1000
SNORD141A	NR_132980	chr5	-	14652386	14652491	14652491	14652491	1	14652386,	14652491,	14652386	14652491	1000
SNORD141B	NR_132981	chr5	-	14652386	14652491	14652491	14652491	1	14652386,	14652491,	14652386	14652491	1000
SNORA105A	NR_132787	chr5	+	21884562	21884678	21884678	21884678	1	21884562,	21884678,	21884562	21884678	1000
SNORA105B	NR_132788	chr5	+	21884562	21884678	21884678	21884678	1	21884562,	21884678,	21884562	21884678	1000
MIR7641-2	NR_106988	chr5	+	34802422	34802472	34802472	34802472	1	34802422,	34802472,	34802422	34802472	1000
CSF2RA	NM_001161532	chrX	+	1387692	1428828	1407707	1428372	11	1387692,1401570,1407411,1407651,1409229,1413220,1414319,1419383,1422815,1424338,1428294,	1387772,1401672,1407535,1407781,1409402,1413354,1414349,1419519,1422912,1424420,1428828,	1387692	1428828	1000
CSF2RA	NM_001161532	chrY	+	1337692	1378828	1357707	1378372	11	1337692,1351570,1357411,1357651,1359229,1363220,1364319,1369383,1372815,1374338,1378294,	1337772,1351672,1357535,1357781,1359402,1363354,1364349,1369519,1372912,1374420,1378828,	1337692	1378828	1000
MIR4459	NR_039664	chr5	-	53371347	53371413	53371413	53371413	1	53371347,	53371413,	53371347	53371413	1000
SNORD13B-2	NR_145756	chr5	-	68834987	68835091	68835091	68835091	1	68834987,	68835091,	68834987	68835091	1000
SNORD13B-1	NR_145987	chr5	-	68834987	68835091	68835091	68835091	1	68834987,	68835091,	68834987	68835091	1000
SNORD13B-2	NR_145756	chr5	+	70384458	70384562	70384562	70384562	1	70384458,	70384562,	70384458	70384562	1000
SNORD13B-1	NR_145987	chr5	+	70384458	70384562	70384562	70384562	1	70384458,	70384562,	70384458	70384562	1000
VAMP7	NM_001145149	chrX	+	155110942	155173433	155119129	155171615	7	155110942,155119120,155127775,155130160,155149476,155169364,155171546,	155111111,155119210,155127913,155130251,155149544,155169457,155173433,	155110942	155173433	1000
VAMP7	NM_001145149	chrY	+	59213948	59276439	59222135	59274621	7	59213948,59222126,59230781,59233166,59252482,59272370,59274552,	59214117,59222216,59230919,59233257,59252550,59272463,59276439,	59213948	59276439	1000
MIR548F3	NR_031644	chr5	-	109849529	109849616	109849616	109849616	1	109849529,	109849616,	109849529	109849616	1000
DUXAP10	NR_110526	chr14	+	19650031	19692916	19692916	19692916	8	19650031,19652243,19653624,19653892,19655733,19656088,19680594,19691354,	19650126,19652354,19653772,19654004,19655871,19656224,19680685,19692916,	19650031	19692916	1000
DUXAP10	NR_110526	chr14	-	19882467	19925334	19925334	19925334	8	19882467,19894699,19919137,19919491,19921358,19921590,19923012,19925239,	19884029,19894790,19919273,19919629,19921470,19921738,19923123,19925334,	19882467	19925334	1000
MIR1244-1	NR_036052	chr5	+	118310280	118310362	118310362	118310362	1	118310280,	118310362,	118310280	118310362	1000
MIR1244-2	NR_036262	chr5	+	118310280	118310362	118310362	118310362	1	118310280,	118310362,	118310280	118310362	1000
MIR1244-3	NR_036263	chr5	+	118310280	118310362	118310362	118310362	1	118310280,	118310362,	118310280	118310362	1000
MIR1244-4	NR_128710	chr5	+	118310280	118310362	118310362	118310362	1	118310280,	118310362,	118310280	118310362	1000
NBPF19	NM_001351365	chr1	+	144146811	146467744	144146846	146466121	93	144146811,144148789,144149726,144150981,144151518,144153012,144156971,144158177,144158870,144159762,144160414,144161296,144162000,144162887,144163626,144164518,144179473,144180355,144181063,144181950,144182695,144188351,144189011,144189893,144190581,144196230,144196975,144197867,144216027,144216909,144217611,144218498,144219235,144220127,144220786,144826234,144826932,144827819,145311785,145312677,145313333,145314215,145314903,145315790,145316511,145317405,145318053,145318935,145319623,145344127,145344832,145345724,145346372,145347254,145347964,145348851,145349562,145350454,145351102,145351984,145352684,145353571,145354294,145355186,145355836,145356718,145357416,145358303,145360554,145366178,146421558,146422440,146423162,146424049,146446833,146447725,146448373,146454019,146454737,146455624,146456358,146457250,146457897,146458779,146459497,146460384,146461118,146462010,146462657,146463539,146464263,146465150,146465877,	144147021,144148892,144149941,144151054,144151724,144153064,144157135,144158229,144159043,144159814,144160587,144161348,144162173,144162996,144163799,144164570,144179646,144180407,144181236,144182059,144182868,144188403,144189184,144189945,144190754,144196339,144197148,144197919,144216200,144216961,144217784,144218607,144219408,144220179,144220959,144826286,144827105,144827928,145311958,145312729,145313506,145314267,145315076,145315899,145316684,145317457,145318226,145318987,145319796,145344236,145345005,145345776,145346545,145347306,145348137,145348960,145349735,145350506,145351275,145352036,145352857,145353680,145354467,145355238,145356009,145356770,145357589,145358412,145360727,145366230,146421731,146422492,146423335,146424158,146447006,146447777,146448546,146454071,146454910,146455733,146456531,146457302,146458070,146458831,146459670,146460493,146461291,146462062,146462830,146463591,146464436,146465259,146467744,	144146811	146467744	1000
AGAP9	NM_001190810	chr10	-	47191843	47213626	47192141	47213514	8	47191843,47194178,47197537,47200160,47207811,47210486,47212853,47213291,	47193533,47194230,47197573,47200261,47207846,47210555,47212922,47213626,	47191843	47213626	1000
MIR4454	NR_039659	chr5	-	135637492	135637544	135637544	135637544	1	135637492,	135637544,	135637492	135637544	1000
SLC25A6	NM_001636	chrX	-	1505044	1511039	1505494	1510902	4	1505044,1506171,1508133,1510791,	1505652,1506312,1508620,1511039,	1505044	1511039	1000
SLC25A6	NM_001636	chrY	-	1455044	1461039	1455494	1460902	4	1455044,1456171,1458133,1460791,	1455652,1456312,1458620,1461039,	1455044	1461039	1000
LOC100132287	NR_028322	chr5	+	180750506	180755196	180755196	180755196	3	180750506,180750902,180751053,	180750675,180750960,180755196,	180750506	180755196	1000
LOC100132062	NR_028325	chr5	+	180750506	180755196	180755196	180755196	3	180750506,180750902,180751053,	180750675,180750960,180755196,	180750506	180755196	1000
LOC100133331	NR_028327	chr5	+	180750506	180755196	180755196	180755196	4	180750506,180750902,180751053,180753650,	180750675,180750960,180753553,180755196,	180750506	180755196	1000
MIR7641-2	NR_106988	chr6	+	4428235	4428285	4428285	4428285	1	4428235,	4428285,	4428235	4428285	1000
CXorf40A	NM_001324277	chrX	+	148622518	148629876	148627176	148628508	5	148622518,148623563,148626913,148627147,148628284,	148623370,148623611,148627046,148627429,148629876,	148622518	148629876	1000
AGAP9	NM_001190810	chr10	+	48215723	48237508	48215835	48237210	8	48215723,48216427,48218794,48221504,48229090,48231778,48235121,48235818,	48216058,48216496,48218863,48221539,48229191,48231814,48235173,48237508,	48215723	48237508	1000
ASMTL	NM_001173474	chrY	-	1472031	1521870	1472161	1521733	12	1472031,1481624,1486865,1487874,1490550,1494417,1496626,1501161,1503914,1504586,1511078,1521640,	1472382,1481747,1487009,1488007,1490735,1494580,1497014,1501270,1503976,1504651,1511210,1521870,	1472031	1521870	1000
CD99	NM_001321368	chrX	+	2609173	2659350	2609401	2658845	10	2609173,2632462,2635645,2637701,2638396,2640667,2641354,2644300,2656243,2658819,	2609468,2632495,2635693,2637746,2638465,2640715,2641405,2644414,2656297,2659350,	2609173	2659350	1000
CD99	NM_001321368	chrY	+	2559173	2609350	2559401	2608845	10	2559173,2582462,2585645,2587701,2588396,2590667,2591354,2594300,2606243,2608819,	2559468,2582495,2585693,2587746,2588465,2590715,2591405,2594414,2606297,2609350,	2559173	2609350	1000
CD99	NM_001321367	chrX	+	2609173	2654479	2609401	2651405	9	2609173,2632462,2635645,2637701,2638396,2640667,2641354,2644300,2651397,	2609468,2632495,2635693,2637746,2638465,2640715,2641405,2644414,2654479,	2609173	2654479	1000
CD99	NM_001321367	chrY	+	2559173	2604479	2559401	2601405	9	2559173,2582462,2585645,2587701,2588396,2590667,2591354,2594300,2601397,	2559468,2582495,2585693,2587746,2588465,2590715,2591405,2594414,2604479,	2559173	2604479	1000
MIR6891	NR_106951	chr6	+	30229276	30229317	30229317	30229317	1	30229276,	30229317,	30229276	30229317	1000
IL3RA	NM_002183	chrX	+	1455508	1501582	1460658	1501358	12	1455508,1460620,1464208,1467323,1470992,1471214,1475113,1477753,1484030,1497551,1499915,1501283,	1455819,1460722,1464327,1467438,1471125,1471399,1475229,1477780,1484145,1497657,1499997,1501582,	1455508	1501582	1000
ARL17B	NM_001103154	chr17	-	44351549	44439153	44376912	44435763	5	44351549,44376891,44430185,44435615,44439041,	44352784,44377031,44430296,44435780,44439153,	44351549	44439153	1000
UGT2B10	NM_001144767	chr4	-	69870294	69886115	69870573	69886088	8	69870294,69874574,69875633,69879740,69883955,69885633,69885806,69886076,	69870853,69874794,69875721,69879871,69884105,69885805,69886057,69886115,	69870294	69886115	1000
MIR6891	NR_106951	chr6	-	31323000	31323093	31323093	31323093	1	31323000,	31323093,	31323000	31323093	1000
FAM231C	NM_001310138	chr1	+	16999497	17000152	16999497	17000007	1	16999497,	17000152,	16999497	17000152	1000
FAM231C	NM_001310138	chr1	-	17060301	17060956	17060446	17060956	1	17060301,	17060956,	17060301	17060956	1000
RNF5P1	NR_003129	chr6	+	32146231	32148567	32148567	32148567	6	32146231,32147317,32147427,32147653,32147785,32148005,	32146428,32147336,32147540,32147708,32147903,32148567,	32146231	32148567	1000
MIR1234	NR_031600	chr6	-	33285441	33285461	33285461	33285461	1	33285441,	33285461,	33285441	33285461	1000
MAGEA2B	NM_001321404	chrX	+	151883074	151887096	151885595	151886540	2	151883074,151885530,	151883171,151887096,	151883074	151887096	1000
MAGEA2B	NM_001321404	chrX	-	151918386	151922408	151918942	151919887	2	151918386,151922311,	151919952,151922408,	151918386	151922408	1000
MAGEA2B	NM_001321403	chrX	+	151883074	151887096	151885595	151886540	4	151883074,151884445,151885384,151885530,	151883171,151884565,151885450,151887096,	151883074	151887096	1000
MAGEA2B	NM_001321403	chrX	-	151918386	151922408	151918942	151919887	4	151918386,151920032,151920917,151922311,	151919952,151920098,151921037,151922408,	151918386	151922408	1000
SNORD141A	NR_132980	chr6	-	74227967	74228161	74228161	74228161	2	74227967,74228076,	74227987,74228161,	74227967	74228161	1000
SNORD141B	NR_132981	chr6	-	74227967	74228161	74228161	74228161	2	74227967,74228076,	74227987,74228161,	74227967	74228161	1000
RSPH10B2	NM_001099697	chr7	+	6793739	6838396	6797308	6838174	21	6793739,6796987,6797223,6798714,6799856,6803558,6805336,6806387,6808220,6811177,6812980,6815987,6819240,6820439,6820958,6825579,6826508,6829261,6831534,6836198,6837993,	6793805,6797107,6797562,6798790,6799925,6803732,6805422,6806508,6808397,6811322,6813102,6816177,6819355,6820519,6821107,6825687,6826652,6829390,6831628,6836397,6838396,	6793739	6838396	1000
MIR548H3	NR_031679	chr6	-	97537842	97862283	97862283	97862283	3	97537842,97546789,97862234,	97537866,97546798,97862283,	97537842	97862283	1000
MIR7641-2	NR_106988	chr6	-	110074369	110074419	110074419	110074419	1	110074369,	110074419,	110074369	110074419	1000
FAM156B	NM_001321188	chrX	+	52927180	52937585	52936252	52936894	4	52927180,52928493,52929593,52936135,	52927238,52928567,52929686,52937585,	52927180	52937585	1000
FAM156B	NM_001321188	chrX	-	52976463	52986857	52977154	52977796	4	52976463,52984351,52985470,52986799,	52977913,52984444,52985544,52986857,	52976463	52986857	1000
MAGED4	NM_001272063	chrX	+	51927918	51935366	51929018	51935162	13	51927918,51928987,51929492,51930737,51931044,51931301,51931769,51932482,51932647,51933081,51934089,51934526,51935152,	51928061,51929228,51930326,51930941,51931108,51931381,51931861,51932562,51932690,51933144,51934204,51934957,51935366,	51927918	51935366	1000
MAGED4	NM_001272063	chrX	-	51804922	51812368	51805124	51811268	13	51804922,51805329,51806082,51807142,51807596,51807724,51808425,51808905,51809178,51809345,51809960,51811058,51812225,	51805134,51805760,51806197,51807205,51807639,51807804,51808517,51808985,51809242,51809549,51810794,51811299,51812368,	51804922	51812368	1000
MAGED4	NM_001272061	chrX	+	51927918	51935366	51929018	51935162	14	51927918,51928966,51929492,51930737,51931044,51931301,51931769,51932482,51932647,51933081,51933440,51934089,51934526,51935152,	51928061,51929228,51930326,51930941,51931108,51931381,51931861,51932562,51932690,51933144,51933488,51934204,51934957,51935366,	51927918	51935366	1000
MAGED4	NM_001272062	chrX	+	51927918	51935366	51929018	51935162	13	51927918,51929017,51929492,51930737,51931044,51931301,51931769,51932482,51932647,51933081,51934089,51934526,51935152,	51928061,51929228,51930326,51930941,51931108,51931381,51931861,51932562,51932690,51933144,51934204,51934957,51935366,	51927918	51935366	1000
MAGED4	NM_001272061	chrX	-	51804922	51812368	51805124	51811268	14	51804922,51805329,51806082,51806798,51807142,51807596,51807724,51808425,51808905,51809178,51809345,51809960,51811058,51812225,	51805134,51805760,51806197,51806846,51807205,51807639,51807804,51808517,51808985,51809242,51809549,51810794,51811320,51812368,	51804922	51812368	1000
MAGED4	NM_001272062	chrX	-	51804922	51812368	51805124	51811268	13	51804922,51805329,51806082,51807142,51807596,51807724,51808425,51808905,51809178,51809345,51809960,51811058,51812225,	51805134,51805760,51806197,51807205,51807639,51807804,51808517,51808985,51809242,51809549,51810794,51811269,51812368,	51804922	51812368	1000
MIR3163	NR_036121	chr6	+	152469761	152546267	152546267	152546267	6	152469761,152469801,152491585,152514275,152514588,152546246,	152469776,152469805,152491594,152514294,152514593,152546267,	152469761	152546267	1000
MIR7641-2	NR_106988	chr6	+	153741611	153741661	153741661	153741661	1	153741611,	153741661,	153741611	153741661	1000
MIR7641-2	NR_106988	chr6	+	165823089	165823139	165823139	165823139	1	165823089,	165823139,	165823089	165823139	1000
FAM236C	NM_001351112	chrX	-	72027258	72028044	72027381	72027944	3	72027258,72027563,72027908,	72027409,72027727,72028044,	72027258	72028044	1000
EIF3C	NM_001199142	chr16	+	28699878	28747050	28723007	28746834	21	28699878,28722977,28725021,28725229,28725641,28725956,28726139,28726627,28734484,28734768,28735642,28735978,28736239,28737925,28738341,28743149,28745840,28746098,28746252,28746493,28746751,	28700149,28723108,28725087,28725419,28725767,28726011,28726249,28726755,28734644,28734872,28735784,28736104,28736333,28738116,28738566,28743513,28746000,28746164,28746340,28746656,28747050,	28699878	28747050	1000
FAM236D	NM_001348203	chrX	-	72027258	72028044	72027381	72027944	3	72027258,72027563,72027908,	72027409,72027739,72028044,	72027258	72028044	1000
FAM236D	NM_001348203	chrX	+	72132452	72133238	72132552	72133115	3	72132452,72132757,72133087,	72132588,72132933,72133238,	72132452	72133238	1000
IL9R	NM_002186	chrY	+	59330251	59343488	59330430	59343080	9	59330251,59335576,59336119,59336347,59337090,59337948,59338753,59340193,59342486,	59330458,59335690,59336231,59336526,59337236,59338150,59338859,59340278,59343488,	59330251	59343488	1000
PRR23D1	NM_001282479	chr8	+	7397148	7399972	7397326	7399402	4	7397148,7398166,7398473,7398769,	7397403,7398228,7398541,7399972,	7397148	7399972	1000
PRR23D1	NM_001282479	chr8	-	7636112	7638936	7636682	7638758	4	7636112,7637543,7637856,7638681,	7637315,7637611,7637918,7638936,	7636112	7638936	1000
PRR23D2	NM_001282478	chr8	+	7397149	7399972	7397326	7399402	4	7397149,7398166,7398473,7398769,	7397403,7398228,7398541,7399972,	7397149	7399972	1000
